label,uri
"CENTRAL TROPICAL PACIFIC SST",https://gcmdservices.gsfc.nasa.gov/kms/concept/ad5bde75-1f54-4f7e-a958-3adaf9f40639
"NITRIC ACID",https://gcmdservices.gsfc.nasa.gov/kms/concept/b7bbed0f-24a1-44d8-a10d-92541cd2c05b
"CROP/PLANT YIELDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/f12d8026-f24a-4413-91d0-4704c243c9e7
"ULTRAVIOLET FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/01e4b433-34ae-4ffb-a73b-dff7ae4c789a
"BIOGENIC SEDIMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/ff0108e2-8415-423c-85ed-07792dbef534
"MELTING LAYER HEIGHT",https://gcmdservices.gsfc.nasa.gov/kms/concept/ce105b93-42b1-4692-a8ef-dc10792f26bf
"MACROALGAE (SEAWEEDS)",https://gcmdservices.gsfc.nasa.gov/kms/concept/e731c2a1-e4b0-42e9-bed9-bd911c9b496c
"SUSPENSION",https://gcmdservices.gsfc.nasa.gov/kms/concept/8009663e-73c7-403e-b849-f40d2c3e3de8
"ORGANIC MATTER",https://gcmdservices.gsfc.nasa.gov/kms/concept/83cf51f6-8c03-4f6d-b605-fde9818c7805
"KARST HYDROLOGY",https://gcmdservices.gsfc.nasa.gov/kms/concept/e657b41f-4aa0-4816-b3c8-5b477812a0bc
"SEDIMENT TRANSPORT",https://gcmdservices.gsfc.nasa.gov/kms/concept/4a031bdf-a6c6-40b8-9c92-34cd83a5739e
"SEDIMENTATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/b1de8d2f-cfe6-4358-a4cd-5b7e19d0e585
"SHORTWAVE RADIATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/a8f5c969-34e9-4284-afb5-ff2113f5f881
"VORTICITY ADVECTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/9e2f502b-a2d5-4bc8-8c8f-489aa0c68177
"CLOUD INDICATORS",https://gcmdservices.gsfc.nasa.gov/kms/concept/8c4e2397-aed6-4ce4-9ead-08323e2f90ae
"EARTH SCIENCE SERVICES",https://gcmdservices.gsfc.nasa.gov/kms/concept/894f9116-ae3c-40b6-981d-5113de961710
"FIRST LEAF DATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/19f7b6be-1347-4c5c-bb8f-4a251369831e
"IRRADIANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/40aacf7a-aba0-4ba2-bf85-ea7c39c3322c
"LONGITUDINAL CREVASSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/429d0eba-2689-4674-9a8a-d88c4058b1bf
"GEOGRAPHIC DATA EXTRACTION SERVICES",https://gcmdservices.gsfc.nasa.gov/kms/concept/617a50aa-5762-4ff3-aa03-c94b5cc65209
"ARSENIC",https://gcmdservices.gsfc.nasa.gov/kms/concept/fa892a9e-523b-424e-bf02-1a8d1e618985
"FLIGHT LEVEL WINDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/385af5fe-ad73-4e04-9d51-675599fb0576
"SATELLITE ORBITS/REVOLUTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/71278ba7-9a13-43ba-9ec3-62ae2b39de88
"QUASI-BIENNIAL OSCILLATION (QBO) ZONAL WIND INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/17e33fba-625b-40eb-b51d-902a89ca5747
"WATER QUALITY/WATER CHEMISTRY",https://gcmdservices.gsfc.nasa.gov/kms/concept/8c02f5d1-ce86-4bf5-84d5-b3496cdba6ad
"OCEAN/LAKE RECORDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/5237fae3-c98e-4d4a-9013-d7c824b3862b
"SEDIMENT COMPOSITION",https://gcmdservices.gsfc.nasa.gov/kms/concept/b976820e-6b8c-45f7-87a6-fa6474d39a35
"MAGNETIC FIELD",https://gcmdservices.gsfc.nasa.gov/kms/concept/204b482b-449b-42c9-a5bb-f6da42bee3a4
"WATERSHED SHAPE",https://gcmdservices.gsfc.nasa.gov/kms/concept/2b37d67c-92a6-4188-8f1b-4462bd754577
"ISOTOPES",https://gcmdservices.gsfc.nasa.gov/kms/concept/dc02e5fb-9ff3-483d-8c33-18db25a07eea
"POTASSIUM",https://gcmdservices.gsfc.nasa.gov/kms/concept/8af17fd3-7c42-4698-9d60-e154ece5aebe
"INUNDATION FREQUENCY",https://gcmdservices.gsfc.nasa.gov/kms/concept/3265052b-38e1-472c-ab91-70b39b549854
"WAVE TYPES",https://gcmdservices.gsfc.nasa.gov/kms/concept/a4f0e0d2-4bcb-4675-b874-e6e0f3a8c462
"AEROSOL PARTICLE PROPERTIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/02ea239e-4bca-4fda-ab87-be12c723c30a
"FRONTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/22b339b5-1af5-46e3-8191-d93729001eeb
"WAVE PERIOD",https://gcmdservices.gsfc.nasa.gov/kms/concept/99ea6719-b751-4a4f-95d4-aaa02e961bc1
"SALINITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/7e95b5fc-1d58-431a-af36-948b29fa870d
"BENTHIC",https://gcmdservices.gsfc.nasa.gov/kms/concept/09a78997-581b-4d1b-ae71-b2b3f96ef719
"LUMINESCENCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/a8f6fca6-7a5e-49f7-9b32-813aaf42d0db
"ECOTOXICOLOGY",https://gcmdservices.gsfc.nasa.gov/kms/concept/dd539b52-6de1-4b1b-a60c-fa5782f4d64b
"ZOOPLANKTON",https://gcmdservices.gsfc.nasa.gov/kms/concept/0399b52c-e3de-4dcc-9eb6-b1e3acf2cf1b
"PALMER DROUGHT CROP MOISTURE INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/7e26f9e3-4c20-453d-bbc6-1970eca1ffb8
"AVALANCHE",https://gcmdservices.gsfc.nasa.gov/kms/concept/2565d1be-7468-4969-9367-e21719c006a1
"RADIATION FOG",https://gcmdservices.gsfc.nasa.gov/kms/concept/99a0a2d2-5d77-4cf2-8fc0-90d12840b12d
"ICE SHELVES",https://gcmdservices.gsfc.nasa.gov/kms/concept/681e59ee-2006-454d-82d3-c9be49cc67a5
"OCEAN MIXED LAYER",https://gcmdservices.gsfc.nasa.gov/kms/concept/64074461-95d0-4538-869a-0114e39216aa
"SOIL DEPTH",https://gcmdservices.gsfc.nasa.gov/kms/concept/b09b4731-f357-4838-829b-f38c0f5075aa
"NITROGEN DIOXIDE",https://gcmdservices.gsfc.nasa.gov/kms/concept/54054bc3-5faa-4b0d-b5dd-cf04595369b5
"STABILITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/92b21b46-90e1-4ea6-a5be-e2ce663a028d
"INFANT MORTALITY RATES",https://gcmdservices.gsfc.nasa.gov/kms/concept/611f0108-5706-43ca-bc39-38e528f6024b
"DISSOLVED SOLIDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/a3c25ed5-d3e4-4b86-bd9a-6f78d5d2bc07
"GASTROPODS",https://gcmdservices.gsfc.nasa.gov/kms/concept/d2db293d-2ed7-4831-9794-a2cf903e4d4d
"CIRROCUMULUS",https://gcmdservices.gsfc.nasa.gov/kms/concept/e59c154f-cdc9-4400-a0d2-af60df9e1b56
"GLACIER/ICE CAVES",https://gcmdservices.gsfc.nasa.gov/kms/concept/93b60653-f7bb-46f3-8f65-69221267018c
"REFLECTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/9911bf57-9d52-4fb3-a915-9e522e9845d5
"EP/NP",https://gcmdservices.gsfc.nasa.gov/kms/concept/334d9428-a178-4a5e-b758-a3675a122bef
"FEED STORAGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/9244fe19-b86f-4a8d-82bf-c52f804a77e3
"CARBON",https://gcmdservices.gsfc.nasa.gov/kms/concept/9315c474-b65f-400d-beba-611c9a6a62cb
"TROPICAL STORM TRACK",https://gcmdservices.gsfc.nasa.gov/kms/concept/2a4bc557-ee60-4446-920a-25632f5b8b4d
"COUPLED SYSTEM FEEDBACKS",https://gcmdservices.gsfc.nasa.gov/kms/concept/6a6bed83-f95a-44e6-8ae0-1371b532abc3
"TEMPERATE DECIDUOUS FOREST",https://gcmdservices.gsfc.nasa.gov/kms/concept/a59dc6dc-5348-4e8b-aec2-20cdeb38b617
"PUBLIC HEALTH",https://gcmdservices.gsfc.nasa.gov/kms/concept/da2c70fd-d92b-45be-b159-b2c10cb387c6
"ISTHMUS",https://gcmdservices.gsfc.nasa.gov/kms/concept/e069e3fc-0c75-40ee-92d7-595991f8fdb4
"SOIL HORIZONS/PROFILE",https://gcmdservices.gsfc.nasa.gov/kms/concept/7a16aa40-c74b-4a69-a230-1edd1b453332
"FOOD PROCESSING",https://gcmdservices.gsfc.nasa.gov/kms/concept/b153bcea-3114-4809-8e6f-f22cf9a3be87
"GLOBAL CHANGE RESPONSES",https://gcmdservices.gsfc.nasa.gov/kms/concept/f69374fe-eda2-4223-b130-096220251235
"GOES WIND INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/8251fedc-3910-4f18-9594-df2fbb9bb1d9
"ICE EXTENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/19409c76-09d4-455c-b1f1-dc2e647f7403
"ESTUARIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/8d634619-aed2-4326-a73d-cec49ff74398
"DATA SYNCHRONIZATION TIME",https://gcmdservices.gsfc.nasa.gov/kms/concept/762f9d7f-5f2d-423d-81c4-288350f64b9d
"SOLAR IRRADIANCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/33f0ec3e-cd6d-498c-9468-749741fc12e2
"WAVE DIFFRACTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/ab0138b8-6939-4ac1-aa5f-36073d52360b
"KARST VALLEY",https://gcmdservices.gsfc.nasa.gov/kms/concept/c9323363-ea07-479d-8b64-e3dbf298a7c5
"PRESERVATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/859155e1-d2d3-41a3-8d44-91afa87d68b4
"ICE EDGES",https://gcmdservices.gsfc.nasa.gov/kms/concept/f4c1a555-4758-47ce-baa6-536730333833
"FRINGING REEF",https://gcmdservices.gsfc.nasa.gov/kms/concept/b54234a2-3261-4c6e-8fd8-75230f3488c0
"DIGITAL ELEVATION/TERRAIN MODEL (DEM)",https://gcmdservices.gsfc.nasa.gov/kms/concept/395372ad-2883-4b6a-a481-6383a310ca47
"TYPHOONS (WESTERN N. PACIFIC)",https://gcmdservices.gsfc.nasa.gov/kms/concept/20da8cba-3546-4699-8809-01bffa6bccca
"BARRIER ISLANDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/128db882-0522-4a5e-ac69-81d05986a645
"STEAM FOG",https://gcmdservices.gsfc.nasa.gov/kms/concept/50604404-fef4-4e17-a6a6-a88c0bd88c4f
"SEA ANEMONES",https://gcmdservices.gsfc.nasa.gov/kms/concept/9c47c3f3-09ae-491f-994c-0322e2875a7e
"SULFATE PARTICLES",https://gcmdservices.gsfc.nasa.gov/kms/concept/ca71b02b-4446-414c-8697-0950d7382cc4
"X-RAY FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/e32b5dca-c243-40d8-9e06-d146a40a71df
"CHEMICAL FIXATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/84b29fbe-8200-4d21-a1a3-fe84fa4cb132
"SEDIMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/6600ace1-fc1e-4b5a-9f82-0afa19acf037
"WATER ION CONCENTRATIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/4cc8def9-a825-4ede-9e34-4e11cf89488d
"IGNEOUS ROCK PHYSICAL/OPTICAL PROPERTIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/a17a781d-01b0-470c-a4e2-e91ca8b1fbdc
"JELLYFISHES",https://gcmdservices.gsfc.nasa.gov/kms/concept/cb628a66-a10b-4ef1-9261-7ce63a9439dc
"CLOUD BASE PRESSURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/17f212af-e782-4196-b467-060699ecf4ca
"STABILITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/54a4a67a-b1ed-429b-876b-a595164a807c
"WATER QUALITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/9a583e74-34e9-4eb5-af7a-03418d702af6
"WATER ODOR",https://gcmdservices.gsfc.nasa.gov/kms/concept/d05ac6d6-d397-4bf7-b62b-c270522de2a5
"FAMINE",https://gcmdservices.gsfc.nasa.gov/kms/concept/6bb02b3d-be70-47b0-93d7-eb0c926f5979
"DEFLATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/03ea18fe-793d-48e0-aa44-e211376c73d8
"OCEAN PLATEAUS/RIDGES",https://gcmdservices.gsfc.nasa.gov/kms/concept/73e02157-9df9-415f-93fc-cb457989ddb1
"URBAN LANDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/3e59af3d-500b-4c66-a9a1-76db5cf4a00b
"MAXIMUM/MINIMUM TEMPERATURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/5164162a-60eb-4c94-a0f0-2caaa3bb1754
"EARTH GASES/LIQUIDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/e3fa1998-b003-4d55-a92e-16b42ac0fc17
"DROUGHT DURATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/ebd54a3b-8b8b-40e8-94fd-d0b4352e0745
"MONTANE HABITATS",https://gcmdservices.gsfc.nasa.gov/kms/concept/99e09719-f1f8-439e-be4c-759242612a84
"GEYSER",https://gcmdservices.gsfc.nasa.gov/kms/concept/1a888a27-8715-46c8-9e11-a6bffba00078
"LUMINESCENCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/f8740a28-ec13-4ce8-8541-2ecae035b297
"SODIUM",https://gcmdservices.gsfc.nasa.gov/kms/concept/c692e8e4-b920-4eb5-86c3-b5f6121fec4b
"ICE PELLETS",https://gcmdservices.gsfc.nasa.gov/kms/concept/cac27b59-7810-4132-87b4-53108663584e
"CYCADS",https://gcmdservices.gsfc.nasa.gov/kms/concept/2e7a8b01-ee3b-44e2-95ef-cf4603b05204
"GEOLOGICAL ADVISORIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/13b8bcd4-7566-49e5-9975-ea15470474ab
"DUNES",https://gcmdservices.gsfc.nasa.gov/kms/concept/0c279e58-9ad3-4748-816a-de8cabeaf0c4
"AGRICULTURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/a956d045-3b12-441c-8a18-fac7d33b2b4e
"KARMAN VORTEX STREET",https://gcmdservices.gsfc.nasa.gov/kms/concept/2d00d3c4-2ef3-49f6-9261-6184f6517b4f
"EXOTIC SPECIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/ddeb06af-5c36-428d-801e-e9f9a60ce429
"SEA CAVES",https://gcmdservices.gsfc.nasa.gov/kms/concept/c702cd1d-48dd-4652-9ec6-cff6ff52b430
"PRESSURE THICKNESS",https://gcmdservices.gsfc.nasa.gov/kms/concept/be027470-35ab-4ebb-a213-5f557cca71c8
"LEAF AREA INDEX (LAI)",https://gcmdservices.gsfc.nasa.gov/kms/concept/b1d65d88-7bd0-491d-91ca-4102b89dc3e7
"VORTICITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/253ccaf2-dd4c-4fc1-923d-1aea542a51b0
"LUMINESCENCE",https://gcmdservices.gsfc.nasa.gov/kms/concept/03939ec7-9310-4440-b761-c8a6b32f1f43
"MACROPHYTES",https://gcmdservices.gsfc.nasa.gov/kms/concept/bf0ddf9c-39ba-4b2d-91ac-63021d644276
"NEUTRAL PARTICLE FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/8f801f54-9ca9-4ba6-be35-fd87968f24e7
"FEED COMPOSITION",https://gcmdservices.gsfc.nasa.gov/kms/concept/cf9ef34d-ed39-4c8d-bf00-ca1b0bb11363
"STABLE ISOTOPES",https://gcmdservices.gsfc.nasa.gov/kms/concept/df1a03f5-1cb3-4c63-870a-5a09debdf065
"VIRGA",https://gcmdservices.gsfc.nasa.gov/kms/concept/e96f2d1a-432e-44e4-bc88-6f8f35ae88fb
"LAND HEAT CAPACITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/8931329c-3f6d-4ba6-913c-27afa8d104c1
"CUI",https://gcmdservices.gsfc.nasa.gov/kms/concept/db8eb32d-2f86-40ab-82af-b615b5a30db9
"HIGHER MAXIMUM DAYTIME TEMPERATURES",https://gcmdservices.gsfc.nasa.gov/kms/concept/3d997f01-8987-4fb1-a32e-d88d51f0a2c4
"TROPICAL OCEANIC CLOUD SYSTEMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/fe2e0b6f-3d7d-489a-b093-86ed0d233385
"SOIL PRODUCTIVITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/1e7afff2-cd50-4d26-968b-bffd2d738edd
"WEB COVERAGE SERVICE",https://gcmdservices.gsfc.nasa.gov/kms/concept/d6379bf5-88dd-4ec0-9b15-441db5b10b59
"APRON REEF",https://gcmdservices.gsfc.nasa.gov/kms/concept/6c78ed6a-2dbc-4ced-acc2-d0246e0afedd
"AM INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/b3283844-d867-4c2f-9917-a72bc06fd9ef
"FJORDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/7299f45f-eafb-4ed9-ae12-5e01c97c1530
"GLACIER/HANGING/U-SHAPED VALLEYS",https://gcmdservices.gsfc.nasa.gov/kms/concept/7335b131-0e86-41b3-a0bc-b28120a0a78a
"NUTRIENT CYCLING",https://gcmdservices.gsfc.nasa.gov/kms/concept/7a33a978-8ef6-4313-b489-c06cfc6d9cec
"NITROUS OXIDE",https://gcmdservices.gsfc.nasa.gov/kms/concept/cf08917f-4cef-456f-99b0-57dc468da877
"SEA ICE",https://gcmdservices.gsfc.nasa.gov/kms/concept/a4aea007-d297-4051-8b41-5cdde00b4d1e
"ARROW WORMS",https://gcmdservices.gsfc.nasa.gov/kms/concept/328d3442-34a0-496b-ae4d-87eb447058b8
"POINT BAR",https://gcmdservices.gsfc.nasa.gov/kms/concept/dd0de414-6663-4280-94cf-bda7fea736cc
"POLLINATOR SPECIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/45950ee6-adc2-4f39-96a7-c00bacd1ba9e
"DEW POINT TEMPERATURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/731beb11-9418-40ec-8f2c-c4b320e8231a
"PACIFIC/NORTH AMERICAN (PNA) PATTERN",https://gcmdservices.gsfc.nasa.gov/kms/concept/0e53e397-7836-45ec-bc62-0d54f9f176e5
"DRAINAGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/269c7277-fa8f-4c1c-bd8b-ab772c1df4e5
"SNOW/ICE",https://gcmdservices.gsfc.nasa.gov/kms/concept/aa35a52f-e3d9-41bd-abd2-ec7e1a8101d1
"SEA ICE ELEVATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/6e2f1371-05b1-41db-a6d9-bccd7cc2b3da
"AEROSOLS",https://gcmdservices.gsfc.nasa.gov/kms/concept/2e5a401b-1507-4f57-82b8-36557c13b154
"SPECIFIC GRAVITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/cef686dd-4efe-4e4a-b6ef-360879b20dc9
"PALEOCLIMATE RECONSTRUCTIONS",https://gcmdservices.gsfc.nasa.gov/kms/concept/350c9923-fa80-4f83-8724-2886ac559ac0
"DESTRUCTION POTENTIAL INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/8fd6e7bc-df59-4637-b1e7-d6715fb3e8af
"SEGMENTED WORMS (ANNELIDS)",https://gcmdservices.gsfc.nasa.gov/kms/concept/ab1952ae-de34-4299-ad10-9c9b2baf87f5
"SOIL INFILTRATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/2283a2fe-19ec-4b1d-a553-20ec9713a658
"IGNEOUS ROCK VERTICAL/GEOGRAPHIC DISTRIBUTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/16499bb4-95bd-4bc0-b8d8-1fd11ca7d44d
"METHANE",https://gcmdservices.gsfc.nasa.gov/kms/concept/7c892333-f4c4-4f81-b825-d6a86e107e9f
"RECHARGE AMOUNT",https://gcmdservices.gsfc.nasa.gov/kms/concept/f9c86356-381e-4f7e-9193-10c274eae41c
"SEA ICE CONCENTRATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/bb27bbb7-7bc4-4e38-833a-30e0a7861ccc
"IGNEOUS ROCKS",https://gcmdservices.gsfc.nasa.gov/kms/concept/e8d97ffd-2fd2-4989-88a7-9772fc9b7cd8
"OCEAN/LAKE RECORDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/45325a01-2522-48d3-bffa-0edf1a934d48
"ATLANTIC MULTIDECADAL OSCILLATION LONG VERSION",https://gcmdservices.gsfc.nasa.gov/kms/concept/dcdb6cf1-48a7-488e-aeb8-e6c0b36752d4
"TOPOGRAPHIC EFFECTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/05bef198-cfff-48be-b0cb-14e296d38dbc
"LAYERED PRECIPITABLE WATER",https://gcmdservices.gsfc.nasa.gov/kms/concept/871f5bee-ea8d-44c0-8740-9b0153fa6ea4
"BERYLLIUM-10 ANALYSIS",https://gcmdservices.gsfc.nasa.gov/kms/concept/4bd6aafb-9240-4006-ada3-4b6a0501b612
"LATERAL MORAINE",https://gcmdservices.gsfc.nasa.gov/kms/concept/a4f0e7c2-711e-4675-b7c8-f5430905aa89
"FIRE WEATHER INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/7c1977bc-dfe7-4761-9b30-f42ec986d360
"SPECIFIC GRAVITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/ba73a304-0302-40bc-af08-79d923054162
"TROPICAL CYCLONES",https://gcmdservices.gsfc.nasa.gov/kms/concept/06180441-d4bb-4fed-b36a-9b3cb2cac0fe
"WATER VAPOR FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/32a88fee-dfa9-4ef8-ab6d-cbc18426da53
"ACOUSTIC ATTENUATION/TRANSMISSION",https://gcmdservices.gsfc.nasa.gov/kms/concept/025c1e31-1a97-4a30-a887-0b9a5127fd4d
"TORNADO PATH LENGTH",https://gcmdservices.gsfc.nasa.gov/kms/concept/b253d76b-d48a-4d7a-abbe-7d02f783176e
"COLLISION RATE",https://gcmdservices.gsfc.nasa.gov/kms/concept/76bcb8e0-1c07-4783-9d15-3a22203f7849
"EPHEMERAL STREAM",https://gcmdservices.gsfc.nasa.gov/kms/concept/5f76c978-1c8a-496e-bc6a-78ff7656f014
"HEAT FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/ae1c9b54-caf2-4726-b180-5c6544f09111
"EROSION",https://gcmdservices.gsfc.nasa.gov/kms/concept/cd7a7748-7231-4a73-b85c-b5696066230a
"PETROLEUM VERTICAL/GEOGRAPHIC DISTRIBUTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/f9e3595d-29b6-462a-8eb6-a06e5a02b081
"HYDRAULIC ACTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/b13bf33a-2a06-489f-80ca-0c77b08588ec
"SPECIES COMPETITION",https://gcmdservices.gsfc.nasa.gov/kms/concept/60bd0b0a-2d6f-4f3c-bf42-2c081ef48b72
"MINERALS",https://gcmdservices.gsfc.nasa.gov/kms/concept/387a51ad-382f-4297-be72-fdd4bb0fe3f9
"HAIL",https://gcmdservices.gsfc.nasa.gov/kms/concept/7118d286-6629-48e5-931f-052cd347395e
"SUSPENDED SOLIDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/718fb499-8c55-4fa6-9a07-ac9155d4bc9d
"AQUIFER RECHARGE",https://gcmdservices.gsfc.nasa.gov/kms/concept/dbeaaf9f-294c-4e45-ba9e-7be8cd449db1
"OUTGOING LONGWAVE RADIATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/006b1ea6-222d-4740-b220-03886d49cd81
"HUMIDITY INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/07826fba-f581-4119-803e-14f3bfc2d14c
"AGRICULTURAL LANDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/38fb609b-2a10-4d4f-b2e8-7e51161ec974
"SALMONS/TROUTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/0b8d5346-d10b-4e32-8179-7a51970c5e7f
"TEMPERATURE TRENDS",https://gcmdservices.gsfc.nasa.gov/kms/concept/ae247e59-db82-45ac-a9de-a9773ae4db40
"ALTOCUMULUS UNDULATUS",https://gcmdservices.gsfc.nasa.gov/kms/concept/73e102fa-3089-42c3-bd0f-4682f73fff0f
"VERTICAL WIND SHEAR",https://gcmdservices.gsfc.nasa.gov/kms/concept/1b0abf68-b069-4a0b-8081-35a36da9d4a7
"THAWING INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/746c49af-3e36-4f0a-b488-e024314d6cfa
"DUNES",https://gcmdservices.gsfc.nasa.gov/kms/concept/e43473a1-4392-48e3-9e56-8a4dcad8d7a2
"HEAT FLUX",https://gcmdservices.gsfc.nasa.gov/kms/concept/ee2cb9eb-f960-4e23-9e7c-be64d44a64e7
"POTABILITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/dac96944-5a5e-4b2a-802d-74627bb93db9
"ISOTOPES",https://gcmdservices.gsfc.nasa.gov/kms/concept/096f466a-a86a-42ac-93f7-05a799910817
"ENSO PRECIPITATION INDEX",https://gcmdservices.gsfc.nasa.gov/kms/concept/d14d762c-4117-438a-9093-a098a0d0e4e6
"HIBERNATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/dfc20833-d79a-4976-91fd-db9f3efc7822
"SEDIMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/d324729f-cc0d-4943-8d1a-d38335120c00
"STABILITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/23da8344-174b-4931-b460-9fcfaf824ec9
"POTENTIAL TEMPERATURE",https://gcmdservices.gsfc.nasa.gov/kms/concept/7a0bd777-be0d-43c8-80eb-5ac58f4832de
"SNOW WATER EQUIVALENT",https://gcmdservices.gsfc.nasa.gov/kms/concept/587e4d68-36f0-45b5-9978-4b3edd58a1c0
"LIFTED INDEX (LI)",https://gcmdservices.gsfc.nasa.gov/kms/concept/f07365c3-a36e-4a28-8364-be3941fae000
"SEDIMENT THICKNESS",https://gcmdservices.gsfc.nasa.gov/kms/concept/88735956-6d46-41e1-8cbb-5dba20c33d8c
"PINGO",https://gcmdservices.gsfc.nasa.gov/kms/concept/4a0c46ff-2d07-442d-b141-6156d9ea4a2e
"WAVE REFRACTION",https://gcmdservices.gsfc.nasa.gov/kms/concept/b43d2d47-c86e-41b6-81bd-be803db536da
"BIOLOGICAL CLASSIFICATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/fbec5145-79e6-4ed0-a804-6228aa6daba5
"WATER TRACE ELEMENTS",https://gcmdservices.gsfc.nasa.gov/kms/concept/475c95a4-fd1c-4015-825f-07f6529858b0
"SURFACE THERMAL PROPERTIES",https://gcmdservices.gsfc.nasa.gov/kms/concept/a228b67f-0791-470b-a4ca-71b8da279332
"SHORTWAVE RADIATION",https://gcmdservices.gsfc.nasa.gov/kms/concept/8d69bce7-efce-4efb-9870-6a6d3a2684fd
"VOLCANIC ACTIVITY",https://gcmdservices.gsfc.nasa.gov/kms/concept/1faaede0-2cd6-4447-b28b-0a28d9e2d067
"LIGHTNING",https://gcmdservices.gsfc.nasa.gov/kms/concept/f24c4f33-5b89-4e8d-8de7-296078a7f18a
"KAME DELTA",https://gcmdservices.gsfc.nasa.gov/kms/concept/3f86db44-f853-4eb3-b4e3-4aaee481043a
"RADAR",https://gcmdservices.gsfc.nasa.gov/kms/concept/d3b7c3c0-e644-4f01-94da-dfebe854c0d1
